text,SVM_TFIDF,annotation,sentiment,ENSEMBLE_TFIDF,ENSEMBLE_W2V,SVM_W2V,KNN_TFIDF,KNN_W2V,NV_TFIDF,NV_W2V,RF_TFIDF,RF_W2V
 hackerfail the  hackers behind  ransomwarrior used aweak grade encryption  so no need to pay any ransom   ,1,1,0.27535632,1,1,1,1,1,1,1,1,1
2018  40  of internet of things are secured with an isolated network  cybersecurity  iot  security  iiot  risk  ddos  infosec  analytics ,0,0,0.7072193,0,0,1,0,0,1,1,0,1
 same person owns brezzynetworks with another person on email deliman 261  who owns botnet   digital ,0,1,0.3977948,0,0,0,0,0,0,0,0,0
 ransomware interesting article regarding email security   please contact me if of interest  ,1,0,0.052352056,1,1,1,1,0,1,1,1,1
 infosecurity challenges in flux   article tracks spikes in  cryptocurrency  fileless  malware  amp  malware  a slight drop in  ransomware  there were 259 reported  databreaches in 1st half 2018 vs 224 in 1st half  17  a shocking 71  in healthcare  ,0,0,0.837941,0,0,0,0,0,0,0,0,0
   botnet report finds share of multipurpose remote access tools has almost doubled since 2017  via ,0,0,0.6996132,0,0,0,0,0,0,0,0,0
don  t miss the link11 live webinar on september 9 at 10 am bst  ddos high volume vectors  how memcached reflection threatens it security   sign up now  ,0,0,0.44849983,0,0,0,0,1,0,0,0,0
the human factor in cybersecurity training  why adopting a holistic approach is most valuable  infosec    cybersecurity  cyberattack  technology  hack  breach  ddos  malware  cyberwarfare  phishing  spyware  ransomware  cyberwarning       ,0,0,0.6941541,0,0,0,0,0,0,0,0,0
perfect description of online dating ,1,0,0.008442813,1,1,1,1,1,1,1,1,1
windows 10 zero day vulnerability  find out more here ,1,1,0.6343764,1,1,1,1,1,1,1,1,1
cracking ransomware  ransomwarrior victims can now retrieve files for free  via   amp  ,1,1,0.02700902,1,1,1,1,1,1,1,1,1
hacking the hacker  stopping a big botnet targeting usa  canada and italy   opines on  cybersecurity,0,0,0.3994699,0,0,0,0,1,0,0,0,1
over a week of issues  this is preventable  ask me how we can stop malware  ransomware and attacks before they are even written  ,1,0,0.5601621,1,1,1,1,1,1,1,1,1
cracking ransomware  ransomwarrior victims can now retrieve files for free ,0,1,0.038993604,0,0,0,0,0,0,0,0,0
unofficial patch available for latest windows zero day exploit  while microsoft is still working on fixing a recently disclosed privilege escalation vulnerability in windows  security firm acros security has stepped in to provide a temporary patch for th    ,0,1,0.7712764,0,0,0,0,0,0,0,0,0
new  report finds  botnet masters are shifting their preference from spreading specific  single purpose  malware toward multifunctional malware     read more from  in  ,0,0,0.6133898,0,0,0,0,0,0,0,0,0
with a giant botnet you can brute force it  yet that remains trial and error  if the targeted person uses a strong password it can easily take years to crack it  so why bother with encryption if nobody wonders why the wifi is unstable  when you are close to your router  ,1,1,0.6874043,1,1,1,1,1,1,1,1,1
yet it is an open network without any encryption  man in the middle is the most powerful weapon of hackers apart from ddos  there is no working dos protection if your carrier or your router is vulnerable and both are vulnerable  i easily overload a cheap router with 10 tb s,0,1,0.70944095,0,0,0,0,0,0,0,0,0
i could launch etabyte attacks as well  but thatis just trump behavior  obsolete  we are under permanent man in the middle attacks without noticing  ddos is the real weapon for stealing data  spoofing  sniffing  mac address cloning  let me upload my latest video ,1,1,0.60373175,0,0,0,0,1,0,0,0,0
new  report finds  botnet masters are shifting their preference from spreading specific  single purpose  malware toward multifunctional malware     read more from  in  ,1,0,0.6133898,1,1,1,1,1,1,1,1,1
hacker discloses unpatched windows zero day vulnerability  with poc   via ,0,1,0.28777656,0,0,0,0,0,0,0,0,0
anonymous catalonia claims ddos attack on bank of spain website ,0,1,0.91775304,0,0,0,0,0,0,0,0,0
 please contact me over email  i have found a highly critical vulnerability in your domain  hope you will respond asap ,1,1,0.23989516,1,0,0,1,0,1,0,1,0
hacking the hacker  stopping a big botnet targeting usa  canada and italy ,0,0,0.53404015,0,0,0,0,0,0,0,0,0
bank of spain hit by ddos attack  ,1,1,0.87128884,1,1,1,1,1,1,1,1,1
 vulnerabilities enable an attacker to compromise tech  putting users  amp  networks at risk  a    vulnerability disclosure program    can help mitigate this threat  we   re  raisingthestandard w  companies for  security  amp   privacy best practices    digitalstandard ,0,0,0.15728684,0,1,0,0,0,0,1,1,0
homeland security department    irregular funding has forced the vulnerability database to focus on short term problems  they say     cyber  homelandsecurity  cybersecurity,1,0,0.7878046,1,1,1,1,1,1,1,1,1
protect your business from  ddos attacks with a bespoke technology offering for your business  find out more here  ,0,0,0.0431132,0,0,0,1,0,0,0,0,0
does transparency increase takeover vulnerability   ssrn  ,0,0,0.45816094,0,0,0,0,0,0,0,0,0
third party patch released for windows  via       infosec  cybersecurity  cyberattack  hack  breach  threat  ddos  cyberwarfare   malware  ransomware  cyberwarning   phishing  spyware  tech  technology  ,0,1,0.6585754,0,0,0,0,0,0,0,0,0
critical vulnerability patched in php package via        infosec  cybersecurity  cyberattack  hack  breach  threat  ddos  cyberwarfare   malware  ransomware  cyberwarning   phishing  spyware  tech  technology  ,0,1,0.804783,0,0,0,0,0,0,0,0,0
is it a statement on radical vulnerability ,0,0,0.12132461,0,0,0,0,0,0,0,0,0
 cybersecurite   critical vulnerability patched in php package repository ,1,1,0.60454035,1,1,1,1,1,1,1,1,1
hacking the hacker  stopping a big botnet targeting usa  canada and italy ,1,0,0.53404015,1,1,1,1,1,1,1,1,1
hiring cybersecurity  cyber  cybersecurity  security  hiring  job  jobs  cissp  cisa  cism  test  pentest  vulnerability  clearance   vajobs  itjobs  techjobs  cyberjobs  clearedjobs  dodjobs  inteljobs ,0,0,0.46044832,0,0,0,0,0,0,0,0,0
look not attacks target corporate mailboxes via       infosec  cybersecurity  cyberattack  hack  breach  threat  ddos  cyberwarfare   malware  ransomware  cyberwarning   phishing  spyware  tech  technology  ,1,0,0.7828251,1,1,1,1,1,1,1,1,1
 mostread today  microsoft acknowledges windows zero day vulnerability revealed on twitter ,0,1,0.21932028,0,0,0,0,0,0,0,0,0
i don   t know if there   s anything more beautiful than vulnerability ,1,0,0.3242721,1,1,1,1,1,1,1,1,1
 ddos attack from  anonymouscatalonia cripples bank of  spain website   security  anonymous  catalonia  opcatalonia   read more  ,0,1,0.6258423,0,0,0,0,0,0,0,0,0
according to  cybersecurity industry experts  the recent focus on  ransomware as a service can be attributed to two factors  tougher security and the rise of  cryptocurrencies    threatintelligence ,0,0,0.2498483,0,0,0,0,0,0,0,0,0
last year he hacked a voting machine in mere minutes  what will carsten schuermann do at  blackhat in vegas    cybersecurity  cyberwar  vulnerability ,0,1,0.77599365,0,0,0,0,1,0,0,0,0
 chinese hotel group investigates possible leak of millions of guests  data   from the article   security experts believe the firmis database may have been accidentally uploaded to the internet    well thatis one way to breach data     ,1,1,0.6468124,0,0,0,1,1,0,0,1,1
day 139 hi security experts  there is nothing like s a t  being soc2 and g d p r  complaint at the same time is what businesses should be offered  thousands of vulnerability test have proven that  i would like to thank you for the hundreds of thousands of vulnerability scans      ,0,0,0.08650407,0,0,0,0,0,0,0,0,0
trust issues     sim swap scam sees at amp t sued for  228 8 million   infosec  cybersecurity  cyberattack  hack  breach  threat  ddos  cyberwarfare   malware  ransomware  cyberwarning   phishing  spyware  tech  technology ,0,0,0.6860332,0,0,0,0,0,0,0,0,0
vulnerability brings humanity together   it is why i love storytelling so much ,1,0,0.039289642,1,1,1,1,1,1,1,1,1
reciprocated vulnerability  gt ,0,0,0.43408987,0,1,1,0,0,0,0,0,0
this vulnerability in the download servlet component of  web app was discovered by  ,1,1,0.5269348,1,1,1,1,1,1,0,1,1
according to  cybersecurity industry experts  the recent focus on  ransomware as a service can be attributed to two factors  tougher security and the rise of  cryptocurrencies    threatintelligence ,0,0,0.2498483,0,0,0,0,0,0,0,0,0
todayis  mssp  amp   cybersecurity news   botnet research   pci dss compliance for smbs  firework  pentest tool    amp   partner    vpn networks ,0,0,0.15318458,0,0,0,0,0,0,0,0,0
   microsoftwindows task scheduler contains a local  privilege scalation  vuln in the  alpc interface   vulnerability note vu 906424     cybersecurity  infosec  hackers  riskmanagement  cyber ,0,1,0.35076395,0,0,0,0,0,0,0,0,0
todayis  news   botnet research   pci dss compliance for smbs  firework  pentest tool    amp   partner    vpn networks ,0,0,0.17218737,0,0,0,0,0,0,0,0,0
reddit hack exposes two factor authentication weakness   infosec  cybersecurity  cyberattack  hack  breach  threat  ddos  cyberwarfare   malware  ransomware  cyberwarning   phishing  spyware  tech  technology ,0,1,0.7517019,0,1,0,1,0,0,0,0,1
find exploits in local and online databases by 1n3   cybersecurity  pentest  hacking  unix  linux  hacker  infosecurity  metasploit  kalinux  ethicalhacking  pentesting  python  opensource  0days  hackernewz  security  vulnerability ,0,0,0.667924,0,0,0,0,0,0,0,0,0
timelines for in code discovery of zero day vulnerabilities and supply chain attacks   pdf   vulnerability  analysis  0day ,0,0,0.26346123,0,0,0,0,0,0,0,0,0
   botnet report finds share of multipurpose remote access tools has almost doubled since 2017  via ,1,0,0.6996132,1,1,1,1,1,1,1,1,1
just enabled free ddos attacks to be back also enjoy the only hurting myself,0,0,0.16606744,0,0,0,0,0,0,0,0,0
ddos attack from anonymous catalonia cripples bank of spain website ,0,1,0.7780675,0,0,0,1,0,0,0,0,0
cracking ransomware  ransomwarrior victims can now retrieve files for free   zdnet  ,0,1,0.044203453,0,0,0,1,1,0,0,0,0
  bec analysis reveals organization wide threat    via       infosec  cybersecurity  cyberattack  hack  breach  threat  ddos  cyberwarfare   malware  ransomware  cyberwarning   phishing  spyware  tech  technology  ,1,0,0.64326686,1,1,1,1,1,1,1,1,1
my first video for a new series   feather of truth   identity as vulnerability ,0,0,0.090482675,0,0,0,0,0,0,0,0,0
cryptojackers exploit critical apache struts flaw   via       infosec  cybersecurity  cyberattack  hack  breach  threat  ddos  cyberwarfare   malware  ransomware  cyberwarning   phishing  spyware  tech  technology  ,1,1,0.7432661,1,1,1,1,1,1,1,1,1
ransomware and other malware can be costly and cause safety issues  bad publicity and lost productivity  is your manufacturing company protected against cyberattacks   take preventive steps now   ,0,0,0.70824677,0,0,0,0,0,0,0,0,0
  dude  i am the lead hardware engineer for a data center   is this a dick measuring contest  give me some screen shots or data  i ran the numbers last night and played 12hrs with 0  leak ,1,0,0.36834657,1,1,0,1,1,1,0,1,1
ddos attack from anonymous catalonia cripples bank of spain website ,0,1,0.7780675,0,0,0,1,1,0,0,0,0
phishing threats are dangerous and evolving   educate your company  protect your business  cybersecurity  dataprotection  databreaches  smallbusiness  tech  data  nyc  technology  darkweb  ransomware  malware  phishing  business  electronics ,0,0,0.4417154,0,0,0,0,0,0,0,0,0
protect  your customers  access prestashop anti ddos attack  prestashop  ,1,0,0.34471422,1,1,1,1,1,1,1,1,1
in order to deliver  ransomware and steal data more easily   cybercriminals have begun to employ  automation and  machinelearning  more frequently  predictions for the evolving  threatlandscape   ,1,0,0.6276916,1,1,1,1,1,1,1,1,1
approximately 30  of malware attacks are zero day exploits  many of these attacks are distributed through browsers or web services         security  business  malware  network  cybersecurity  infosec  0day,1,0,0.53439504,1,1,0,0,1,1,1,1,1
ddos attack from anonymous catalonia cripples bank of spain website ,1,1,0.7780675,0,1,1,0,1,1,1,0,0
 patchmypc review    microsoft  windows  sccm  security  vulnerability  portable  app  updater   ,0,1,0.3185805,0,0,0,0,0,0,0,0,0
android  api breaking  vulnerability leaks device data  allows user tracking  infosec ,1,1,0.9283874,1,0,0,1,0,0,0,1,1
9 world famous  hackers that changed the way we look at  cybersecurity     blackhat  whitehat  hacking  infosec  hack  mobilesecurity  databreach  ransomware  hackers  defstar5  makeyourownlane  mpgvip  ai  bots  malware  ddos  fintech  blockchain ,0,0,0.4655497,0,0,0,0,0,0,0,0,0
ddos attack from anonymous catalonia cripples bank of spain website    by waqas  the official website of banco de espa  a  bank of spain   which is the central bank of the country  was hit by a distributed denial of service  ddos  attack on sunday  the at    ,0,1,0.854856,0,0,0,0,0,0,0,0,0
a new  email campaign carrying ransomware leveraging azorult and targeting north american users    onlinesafety ,0,1,0.14773022,0,0,0,0,0,0,0,0,0
threatlist   ransomware attacks down  fileless malware up in 2018 ,1,0,0.6072619,1,1,1,1,1,1,1,1,1
ddos happy    bitcoin baron    sentenced to almost 2 years in jail   informationassurance,1,0,0.19240262,1,1,1,1,1,1,1,1,1
botnet distribution of remote access trojans doubles  ,1,0,0.55644834,1,1,1,1,1,1,1,1,1
yo zoho stop ddos by our members to our ip getting anymore sales servers,0,0,0.6315826,0,0,0,0,1,0,0,0,0
ddos attack from anonymous catalonia cripples bank of spain website ,0,1,0.7780675,0,1,1,0,1,0,1,1,1
hacking the hacker  stopping a big botnet targeting usa  canada and  italy  ,0,0,0.53404015,0,0,0,0,0,0,0,0,0
today i   d like to share a full path analysis including a kickback attack which took me to gain full access to an entire ursniff gozi botnet  in other words   from a   ,0,1,0.43792525,0,0,0,1,1,0,0,0,1
 no  i just test some tools of ransomware detection and share the results ,0,0,0.38944912,0,0,0,0,0,0,0,0,0
organisations face a whole host of threats today   from ransomware attacks to utilising unauthorised cpu power to leverage bitcoin mining  but security is evolving to combat these threats  read more on our blog   security  ,0,0,0.7113147,0,0,0,0,0,0,0,0,0
healthcare cisos  manage infosec risks and safeguard patient safety   help net security  via   infosec  cybersecurity  cyberattack  hack  breach  threat  ddos   malware  ransomware  cyberwarning  phishing  spyware  tech  technology ,0,0,0.69321525,0,0,0,0,0,0,0,0,0
emergency fix for windows 10 task scheduler vulnerability released by 0patch  via ,0,1,0.23865609,0,0,0,1,1,0,0,0,0
how to survive a ransomware attack    and not get hit again  via   cybersecurity,1,0,0.7817416,1,1,1,1,1,1,1,1,1
cracking  ransomware  ransomwarrior victims can now retrieve files for free    ,0,0,0.038993604,0,0,0,0,1,0,0,0,0
up to 80  of victims who pay ransomware demands do not get their files back  says gartner researcher avivah litan  learn more    hacking  ransomware ,0,0,0.44017977,0,0,0,0,0,0,0,0,0
  until  do something about people using ddos then there ain   t much we can do happened to me the other week,0,1,0.77646196,0,0,0,0,0,0,0,0,0
cryptocurrency scams replacing ransomware as attackers  fave ,0,0,0.11482139,0,0,0,0,0,0,0,0,0
botnet activity in 2018 shows increased distribution of rats  via  ,1,0,0.2559287,0,0,0,0,0,0,0,0,0
understanding  botnet  cyberthreats is the 1st  step in prevention  ,0,0,0.116192244,0,0,0,0,0,0,0,0,0
match my vulnerability so i know it   s real   lrt,0,0,0.43618768,0,0,0,0,0,0,0,0,0
hacking the hacker  stopping a big botnet targeting usa  canada and  italy  ,0,0,0.53404015,0,0,0,0,0,0,0,0,0
  yup  hopefully vulnerability scans become just another mundane part of everyone is testing and deployment process    ,1,0,0.230075,0,1,0,0,0,1,0,0,1
